market_name,mic,operating_mic,website
INVEST BANCA - IBIS EQUITY - SYSTEMATIC INTERNALISER,IBEQ,IBIS,WWW.INVESTBANCA.IT
INDIA INTERNATIONAL EXCHANGE (IFSC) LIMITED,IINX,IINX,WWW.INDIAINX.COM
"MIAX EMERALD, LLC",EMLD,MIHI,WWW.MIAXOPTIONS.COM
OP CORPORATE BANK PLC - SYSTEMATIC INTERNALISER,OPCO,OPCO,WWW.OP.FI
"DBOT ATS, LLC",TSBX,TSBX,WWW.DBOTTRADING.COM
TMX SELECT,TMXS,TMXS,WWW.TMX.COM
BELFIUS BANK NV/SA FIXED INCOME - SYSTEMATIC INTERNALISER,BELF,BELB,WWW.BELFIUS.COM
BELFIUS BANK NV/SA,BELB,BELB,WWW.BELFIUS.COM
INTEGRAL MTF,IMTF,IMTF,WWW.INTEGRALMTF.COM
MAGMA ATS,MAGM,MAGM,WWW.TORBROKERAGE.COM
ASX - CENTRE POINT,ASXC,XASX,WWW.ASX.COM.AU/TRADING_SERVICES/ASX-TRADE.HTM
CHINA FOREIGN EXCHANGE TRADE SYSTEM - SHANGHAI - HONG KONG BOND CONNECT,CFBC,XCFE,WWW.CHINAMONEY.COM.CN
INSTINET BLX (AU),BLXA,BLXA,WWW.INSTINET.COM
GARANTUM FONDKOMMISSION AB - SYSTEMATIC INTERNALISER,GFKS,GFKS,WWW.GARANTUM.SE
SG OPTION EUROPE - SYSTEMATIC INTERNALISER,SGOE,SGOE,WWW.SGCIB.COM
UBS ATS,UBSA,UBSA,WWW.UBS.COM/ATS
UBS SECURITIES LLC,UBSS,UBSS,WWW.UBS.COM
INVEST BANCA - SYSTEMATIC INTERNALISER,IBIS,IBIS,WWW.INVESTBANCA.IT
CODA MARKETS ATS DARK,PDQD,PDQX,WWW.PDQENTERPRISES.COM
T.F.S. DERIVATIVES HK LIMITED,TFSD,TFSD,WWW.TRADITION.COM
TRADITION ASIA LIMITED,TRAS,TRAS,WWW.TRADITION.COM
TRADITION SINGAPORE PTE. LTD.,TSIG,TSIG,WWW.TRADITION.COM
UEDA TRADITION SECURITIES LTD.,UTSL,UTSL,HTTP://UTS.TRADITIONASIA.COM/
SPOT REGULATED MARKET - BMFMS,SBMF,BMFX,WWW.SIBEX.RO
DERIVATIVES REGULATED MARKET - BMFMS,BMFM,BMFX,WWW.SIBEX.RO
BMFMS-ATS,BMFA,BMFX,WWW.SIBEX.RO
SIBIU MONETARY- FINANCIAL AND COMMODITIES EXCHANGE,BMFX,BMFX,WWW.SIBEX.RO
CREDIT SUISSE (CH),CSZH,CSZH,WWW.CREDIT-SUISSE.COM
SCHNEIDER OTF,STAL,STAL,WWW.SCHNEIDERTRADING.COM
JAPANCROSSING,JASR,XIJP,WWW.INSTINET.COM
INSTINET JAPAN,XIJP,XIJP,WWW.INSTINET.COM
MERCADO CONTINUO ESPANOL - CONTINUOUS MARKET,XMCE,BMEX,WWW.BOLSASYMERCADOS.ES
EUWAX AG - SYSTEMATIC INTERNALISER,EUWA,EUWA,WWW.EUWAX-AG.DE
EXANE DERIVATIVES - SYSTEMATIC INTERNALISER,EXSY,EXSY,WWW.EXANE.COM
A2X,A2XX,A2XX,WWW.A2X.CO.ZA
TRADITION-NEX OTF,FXOP,FXOP,WWW.TRADITION.COM
BONDVISION ITALIA,BOND,MTSO,WWW.MTSMARKETS.COM
TRADITION ENERGY,TFSG,TRDE,WWW.TFSGREEN.COM
TRADITION OTF,TCDS,TRDE,WWW.TRADITION.CO.UK
TRADITION,TRDE,TRDE,WWW.TRADITION.COM
NAVESIS-MTF,NAVE,TRDE,WWW.TRADITION.COM
ZAGREB STOCK EXCHANGE - APA,ZAPA,XZAG,WWW.ZSE.HR
AKIS - BANCA AKROS - SYSTEMATIC INTERNALISER,AKIS,AKIS,WWW.BANCAAKROS.IT
BNP PARIBAS SECURITIES SERVICES - SYSTEMATIC INTERNALISER,BPSX,BPSX,WWW.SECURITIES.BNPPARIBAS.COM
ICAP GLOBAL DERIVATIVES LIMITED - ELECTRONIC,ISWE,IGDL,WWW.ICAP.COM/WHAT-WE-DO/ELECTRONIC-MARKETS/I-SWAP.ASPX
ICAP GLOBAL DERIVATIVES LIMITED - VOICE,ISWV,IGDL,WWW.ICAP.COM/WHAT-WE-DO/OUR-MARKETS-AND-PRODUCTS/PRODUCTS/MEDIUM-LONG-TERM-INTEREST-RATE-SWAPS.ASPX
ICAP GLOBAL DERIVATIVES LIMITED,IGDL,IGDL,WWW.ICAP.COM/WHAT-WE-DO/OUR-MIFID-II-VENUES/ICAP-GLOBAL-DERIVATIVES-MTF.ASPX
HPC SA - VOICE OTF,HPCV,HPCX,WWW.OTCEXGROUP.COM
JANE STREET FINANCIAL LTD - SYSTEMATIC INTERNALISER,JSSI,JSSI,WWW.JANESTREET.COM
SEB - LIQUIDITY POOL,SEBX,SEBX,WWW.SEB.SE
TRADEWEB EUROPE LIMITED - GLOBAL TRADING PLATFORM,TWGP,TWGP,WWW.TRADEWEB.COM
GMG DUBAI LIMITED,GMGD,GMGD,WWW.GMG-BROKERS.COM
GMG BROKERS LIMITED,GMGL,GMGL,WWW.GMG-BROKERS.COM
NPEX,NPEX,NPEX,WWW.NPEX.NL
OSLO BORS - APA,OAPA,OAPA,WWW.OSLOBORS.NO
DEAL DONE TRADING - SYSTEMATIC INTERNALISER,DDTX,DDTX,WWW.MPSCAPITALSERVICES.IT
HPC SA,HPCX,HPCX,WWW.OTCEXGROUP.COM
SPAREBANK 1 MARKETS - SYSTEMATIC INTERNALISER,SB1M,SB1M,WWW.SB1MARKETS.NO
SEEDRS - SECONDARY MARKET,SEDR,SEDR,WWW.SEEDRS.COM/SECONDARY-MARKET
ABBEY NATIONAL TREASURY SERVICES PLC - SYSTEMATIC INTERNALISER,ANTS,ANTS,WWW.SANTANDER.CO.UK
INFOENGINE OTC,IENG,IENG,WWW.INFOENGINE.PL
SIGMA X MTF - AUCTION BOOK,SGMY,SGMX,HTTP://GSET.GS.COM/SIGMAXMTF/
SIGMA X MTF,SGMX,SGMX,HTTP://GSET.GS.COM/SIGMAXMTF/
STATE STREET BANK INTERNATIONAL FX - SYSTEMATIC INTERNALISER,SSBM,SSBI,WWW.STATESTREET.COM
STATE STREET BANK INTERNATIONAL GMBH,SSBI,SSBI,WWW.STATESTREET.COM
DEUTSCHE BANK AG - SYSTEMATIC INTERNALISER,DBES,DBAG,WWW.DB.COM
DEUTSCHE BANK AG,DBAG,DBAG,WWW.DB.COM
MERITKAPITAL - SYSTEMATIC INTERNALISER,MKAP,MKAP,WWW.MERITKAPITAL.COM
GOLDMAN SACHS (ASIA) LLC,GSAL,GSAL,WWW.GOLDMANSACHS.COM
GSX HONG KONG,GSXH,GSAL,WWW.GSET.GS.COM
SIGMA X HONG KONG,SIGH,GSAL,WWW.GSET.GS.COM
SWEDBANK ESTONIA - SYSTEMATIC INTERNALISER,SWEE,SWEE,WWW.SWEDBANK.EE
SWEDBANK LITHUANIA - SYSTEMATIC INTERNALISER,SWLT,SWLT,WWW.SWEDBANK.LT
SWEDBANK LATVIA - SYSTEMATIC INTERNALISER,SWLV,SWLV,WWW.SWEDBANK.LV
TULLETT PREBON EUROPE - OTF - COMMODITY AND ENERGY DERIVATIVES,TECO,TPEO,WWW.TPICAP.COM
PROGRESS MARKET,XZAP,XZAG,HTTP://PROGRESS.MARKET
ODDO BHF,ODDO,ODDO,WWW.ODDO-BHF.COM
ODDO CONTREPARTIE,ODOC,ODOC,WWW.ODDO-BHF.COM
INSTINET BLOCKCROSS ATS,PULX,PULX,WWW.INSTINET.COM
BANCO SANTANDER S.A. - SYSTEMATIC INTERNALISER,SANT,SANT,WWW.SANTANDER.COM
UNION BANK OF INDIA UK LTD,UBIN,UBIN,WWW.UNIONBANKOFINDIAUK.CO.UK
CREDIT SUISSE AG - LONDON BRANCH,CSLB,CSLB,WWW.CREDIT-SUISSE.COM
JEFFERIES INTERNATIONAL,JISI,JISI,WWW.JEFFERIES.COM
JEFFERIES INTERNATIONAL - SYSTEMATIC INTERNALISER,JEFS,JISI,WWW.JEFFERIES.COM
TRADEPLUS,VTPS,VWDX,WWW.TRANSACTIONSOLUTIONS.DE
VWD TRANSACTIONSOLUTIONS AG,VWDX,VWDX,WWW.TRANSACTIONSOLUTIONS.DE
TRADELINK,VTLS,VWDX,WWW.TRANSACTIONSOLUTIONS.DE
BANK OF AMERICA - MERRILL LYNCH GCX,BAMX,BAMX,WWW.BOFAML.COM/EN-US/CONTENT/HIGH-TOUCH-ELECTRONIC-TRADING.HTML
ICE ENDEX OTF FUTURES,IMCO,NDEX,WWW.THEICE.COM/ENDEX
SEB ENSKILDA,ENSX,SEBS,WWW.SEB.SE
SEB - SYSTEMATIC INTERNALISER,SEBS,SEBS,WWW.SEB.SE
INSTINET DESK CROSS,INCA,XINS,WWW.INSTINET.COM
BONDVISION EUROPE MTF,SSOB,MTSO,WWW.MTSMARKETS.COM
ABG SUNDAL COLLIER AB - SYSTEMATIC INTERNALISER,XABC,XABC,WWW.ABGSC.COM
GFI SECURITIES LTD,GFIC,GFIC,WWW.GFIGROUP.COM
KELER,KELR,KELR,WWW.KELER.HU
BANK OF AMERICA - MERRILL LYNCH INSTINCT X - EUROPE,MLXN,MLXN,HTTP://CORP.BANKOFAMERICA.COM/BUSINESS/CI/TRADER-INSTINCT
BANK OF AMERICA - MERRILL LYNCH AUCTION CROSS,MLAX,MLXN,HTTP://CORP.BANKOFAMERICA.COM/BUSINESS/CI/TRADER-INSTINCT
BOX OPTIONS EXCHANGE,XBOX,XBOX,WWW.BOXOPTIONS.COM
HSH NORDBANK - SYSTEMATIC INTERNALISER,NORD,NORD,WWW.HSH-NORDBANK.DE
BERNER KANTONALBANK OTC-X,OTXB,OTXB,WWW.OTC-X.CH
SEMOPX,SEMX,SEMX,WWW.SEM-O.COM
EURONEXT - APA,XAPA,XPAR,WWW.EURONEXT.COM
CREDIT AGRICOLE CIB - SYSTEMATIC INTERNALISER,AACA,AACA,WWW.CA-CIB.COM
ALM. BRAND BANK - SYSTEMATIC INTERNALISER,ABSI,ABSI,WWW.ALMBRAND.DK
BOND INVEST - SYSTEMATIC INTERNALISER,BINV,BINV,WWW.STEUBING.COM
GLMX,GLMX,GLMX,WWW.GLMX.COM
GTX ECN,GTXE,GTXE,WWW.GAINGTX.COM
JPMORGAN CHASE BANK N.A. LONDON BRANCH,JPCB,JPCB,WWW.JPMORGAN.COM
NEX SEF MTF - RESET - RISK MITIGATION SERVICES,REST,NEXS,WWW.RESET.NET
NORDDEUTSCHE LANDESBANK - GIROZENTRALE - SYSTEMATIC INTERNALISER,NLBX,NLBX,WWW.NORDLB.DE
SIX REPO AG - CH REPO MARKET,XREP,ROSR,WWW.SIX-REPO.COM
SIX REPO AG,ROSR,ROSR,WWW.SIX-REPO.COM
SIX REPO AG - OTC SPOT MARKET,XROT,ROSR,WWW.SIX-REPO.COM
LIECHTENSTEINISCHE LANDESBANK AG - SYSTEMATIC INTERNALISER,XLLB,XLLB,WWW.LLB.LI
VP BANK AG - SYSTEMATIC INTERNALISER,XVPB,XVPB,WWW.VPBANK.COM
HSBC BANK POLSKA S.A. - SYSTEMATIC INTERNALISER,HBPL,HBPL,WWW.HSBC.PL
LMAX - INDICES/RATES/COMMODITIES,LMAO,LMAX,WWW.LMAX.COM
LMAX - EQUITIES,LMAE,LMAX,WWW.LMAX.COM
LMAX - FX,LMAF,LMAX,WWW.LMAX.COM
ABG SUNDAL COLLIER ASA - SYSTEMATIC INTERNALISER,XABG,XABG,WWW.ABGSC.COM
AKTIESELSKABET ARBEJDERNES LANDSBANK - SYSTEMATIC INTERNALISER,ALSI,ALSI,WWW.AL-BANK.DK
ASIA PACIFIC CLEAR,APCL,APEX,WWW.ASIAPACIFICEX.COM
SYDBANK A/S,SBSI,SBSI,WWW.SYDBANK.DK
TORONTO DOMINION BANK - LONDON BRANCH,TDBL,TDBL,WWW.TD.COM
BNP PARIBAS ARBITRAGE SNC - SYSTEMATIC INTERNALISER,BNPA,BNPA,WWW.CIB.BNPPARIBAS.COM
BNP PARIBAS FORTIS SA/NV- SYSTEMATIC INTERNALISER,BNPF,BNPF,WWW.BNPPARIBASFORTIS.COM
BNP PARIBAS SA - SYSTEMATIC INTERNALISER,BNPS,BNPS,www.CIB.BNPPARIBAS.COM
SECURITISED DERIVATIVES MARKET,SEDX,XMIL,WWW.BORSAITALIANA.IT
CME EUROPE - DERIVATIVES,CMED,CMEE,WWW.CMEEUROPE.COM
ICAP ENERGY - OTF,ICEO,ICEO,WWW.ICAP.COM
ICAP ENERGY LTD OTF - COMMODITIES AND ENERGY DERIVATIVES,IECL,ICEO,WWW.TICAP.COM
ICAP UK OTF - CORPORATE BONDS AND SECURITISED DEBT,IOFI,IOTF,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
ICAP UK OTF - FX DERIVATIVES,IOFX,IOTF,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
ICAP UK OTF - GOVERNMENT BONDS EXCLUDING  UK GILTS,IOGB,IOTF,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
ICAP UK OTF - CREDIT DERIVATIVES,IOCD,IOTF,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
ICAP UK OTF - EQUITY DERIVATIVES,IOED,IOTF,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
ICAP UK OTF - GOVERNMENT BONDS - UK GILTS,IOGI,IOTF,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
ICAP UK OTF - INTEREST RATE DERIVATIVES,IOIR,IOTF,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
ICAP UK OTF - MONEY MARKET INSTRUMENTS,IOMM,IOTF,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
ISWAP UK MTF,ISWA,ISWA,WWW.I-SWAP.COM
MIBGAS - DERIVATIVES,MDRV,MIBG,WWW.MIBGASDERIVATIVES.ES
ROYAL BANK OF SCOTLAND - SYSTEMATIC INTERNALISER,NWMS,NWMS,WWW.RBS.COM
RBC EUROPE LIMITED,RBCE,RBCE,WWW.RBC.COM
INSTINET IDX,IIDX,XINS,WWW.INSTINET.COM
INSTINET BLX,IBLX,XINS,WWW.INSTINET.COM
INSTINET RETAIL CBX,RCBX,XINS,WWW.INSTINET.COM
INSTITUTIONAL FINANCIAL SECURITIES MARKET,IFSM,XMAL,WWW.BORZAMALTA.COM.MT
MTS INTERDEALER SWAPS MARKET,MTSS,XMTS,
MTS SWAP MARKET,MTSW,XMTS,WWW.MTSMARKETS.COM
SOCIETE GENERALE - SYSTEMATIC INTERNALISER,XSGA,XSGA,WWW.SGCIB.COM
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,ANLP,ANZL,WWW.ANZ.COM.AU
KYTE BROKING LIMITED,KBLM,KBLM,WWW.KYTEBROKING.COM
OTFLINK,KOTF,KOTF,WWW.KEPLERCHEUVREUX.COM
LAN AND SPAR BANK A/S,LASP,LASP,WWW.LSB.DK
MACQUARIE AUSTRALIA BLOCK CROSSING,MACB,MAQX,WWW.MACQUARIE.COM
TRADITION PARIS - TSAF,TDON,TDON,WWW.TSAF-PARIS.COM
TSAF OTC - OTF,TSAF,TSAF,WWW.TSAF-PARIS.COM
UNIPOL BANCA S.P.A.,UBIS,UBIS,WWW.UNIPOLBANCA.IT
BLOCKMATCH UK RFQ,BRFQ,XIEL,WWW.INSTINET.COM
BLOCKMATCH UK NT,BNTW,XIEL,WWW.INSTINET.COM
BLOCKMATCH  UK DARK,BLOX,XIEL,WWW.INSTINET.COM
INSTINET EUROPE LIMITED OTC,IOTC,XIEL,WWW.INSTINET.COM
INSTINET EUROPE LIMITED,XIEL,XIEL,WWW.INSTINET.COM
OSLO BORS ASA - OSLO AXESS LIT X AUCTIONS,XOAA,XOSL,WWW.OSLOBORS.NO
"BANK OF AMERICA, NATIONAL ASSOCIATION - LONDON BRANCH OFFICE - SYSTEMATIC INTERNALISER",BASI,BANA,WWW.BOFAML.COM/EMEA
"BANK OF AMERICA, NATIONAL ASSOCIATION",BANA,BANA,WWW.BOFAML.COM/EMEA
"BANK OF AMERICA, NATIONAL ASSOCIATION - LONDON BRANCH OFFICE",BOAL,BANA,WWW.BOFAML.COM/EMEA
CITADEL SECURITIES FI - SYSTEMATIC INTERNALISER,CSEC,CSEC,WWW.CITADELSECURITIES.COM
MERRILL LYNCH INTERNATIONAL - SYSTEMATIC INTERNALISER,MLSI,MLIX,WWW.BOFAML.COM/EMEA
MERRILL LYNCH INTERNATIONAL,MLIX,MLIX,WWW.BOFAML.COM/EMEA
MERRILL LYNCH INTERNATIONAL - RFQ - SYSTEMATIC INTERNALISER,MLRQ,MLIX,WWW.BOFAML.COM/EMEA
SVENSKA HANDELSBANKEN AB - SVEX,SVEX,SVEX,WWW.HANDELSBANKEN.SE
SVENSKA HANDELSBANKEN AB - SYSTEMATIC INTERNALISER,SVES,SVEX,WWW.HANDELSBANKEN.SE
ATHENS EXCHANGE - APA,AAPA,AAPA,WWW.ATHEXGROUP.GR
CIMD S.V. S.A. - OTF FOR DERIVATIVES,CIMV,CIMD,WWW.GRUPOCIMD.COM/CIMD-SV/
CIMD S.V. S.A. - OTF FOR BONDS,CIMB,CIMD,WWW.GRUPOCIMD.COM/CIMD-SV/
CIMD S.V. S.A. - OTF FOR ENERGY DERIVATIVES,CIME,CIMD,WWW.GRUPOCIMD.COM/CIMD-SV/
CIMD S.V. S.A. - OTF,CIMD,CIMD,WWW.GRUPOCIMD.COM/CIMD-SV/
CUREX FX,CURX,CURX,WWW.CUREXGROUP.COM
ING BANK NV - SPRINTERS AND EQUITY - SYSTEMATIC INTERNALISER,INGE,INGB,WWW.ING.COM
ING BANK NV - FOREIGN EXCHANGE - SYSTEMATIC INTERNALISER,INGF,INGB,WWW.ING.COM
SPAREKASSEN KRONJYLLAND - SYSTEMATIC INTERNALISER,SKSI,SKSI,WWW.SPARKRON.DK
SQUARE GLOBAL - OTF,SQUA,SQUA,WWW.SQUAREGLOBALMARKETS.COM
STATE STREET BANK AND TRUST COMPANY,SSBT,SSBT,WWW.STATESTREET.COM
STATE STREET BANK AND TRUST FX - SYSTEMATIC INTERNALISER,SSFX,SSBT,WWW.STATESTREET.COM
AFS - OTF - BONDS,AFSO,AFSA,WWW.AFSGROUP.NL
AFS - OTF - FX FORWARDS,AFSX,AFSA,WWW.AFSGROUP.NL
AFS - OTF - STRUCTURED PRODUCTS,AFSL,AFSA,WWW.AFSGROUP.NL
AFS - OTF,AFSA,AFSA,WWW.AFSGROUP.NL
AFS - OTF - INTEREST RATE DERIVATIVES,AFSI,AFSA,WWW.AFSGROUP.NL
ARIAN TRADING FACILITY,ARIA,ARIA,WWW.ARIANFINANCIAL.CO.UK
DIGITAL VEGA,DVFX,DVFX,WWW.DIGITALVEGA.COM
ENERGY TRADING PLATFORM AMSTERDAM,ETPA,ETPA,WWW.ETPA.NL
LOUIS CAPITAL MARKETS UK LLP,LOUI,LOUI,WWW.LOUISCAPITAL.COM
RABOBANK - SYSTEMATIC INTERNALISER,RABO,RABO,WWW.RABOBANK.COM
BANCO BILBAO VIZCAYA ARGENTARIA S.A - SYSTEMATIC INTERNALISER,BBVA,BBVA,WWW.BBVA.COM
BITNOMIAL,BTNL,BTNL,WWW.BITNOMIAL.COM
CAPI - OTF,CAPI,CAPI,WWW.CAPI.ES
RAIFFEISEN CENTROBANK AG - SYSTEMATIC INTERNALISER,XRCB,XRCB,WWW.RCB.AT
ASIA PACIFIC EXCHANGE,APEX,APEX,WWW.ASIAPACIFICEX.COM
TRADEGATE EXCHANGE - FREIVERKEHR,XGAT,TGAT,WWW.TRADEGATE-AG.DE
TRADEGATE EXCHANGE - SYSTEMATIC INTERNALISER,TGSI,TGAT,WWW.TRADEGATE-AG.DE
TRADEGATE EXCHANGE,TGAT,TGAT,WWW.TRADEGATE-AG.DE
TRADEGATE EXCHANGE - REGULIERTER MARKT,XGRM,TGAT,WWW.TRADEGATE-AG.DE
CITIGROUP GLOBAL MARKETS  LIMITED - EMEA TRADING,CGMT,CGML,WWW.CITIGROUP.COM/CITI
NYKREDIT BANK - SYSTEMATIC INTERNALISER,NYSI,NYSI,WWW.NYKREDIT.COM
MALTA STOCK EXCHANGE,XMAL,XMAL,WWW.BORZAMALTA.COM.MT
CARNEGIE INVESTMENT BANK AB - SYSTEMATIC INTERNALISER,CASI,CASI,WWW.CARNEGIE.SE
CARNEGIE AS - SYSTEMATIC INTERNALISER,CNSI,CNSI,WWW.CARNEGIE.SE/EN/NO
TURQUOISE LIT AUCTIONS,TRQA,TRQX,WWW.TRADETURQUOISE.COM
OSLO BORS - LIT X AUCTIONS,XOSA,XOSL,WWW.OSLOBORS.NO
CITADEL CONNECT EUROPE - SYSTEMATIC INTERNALISER,CCEU,CCEU,WWW.CITADELSECURITIES.COM
XTX MARKETS,XTXM,XTXM,WWW.XTXMARKETS.COM
GFI SECURITIES LTD - MTF,GFSM,GFIC,WWW.GFIGROUP.COM
GFI SECURITIES LTD - OTF,GFSO,GFIC,WWW.GFIGROUP.COM
AUREL - OTF,AURO,AURB,WWW.AUREL-BGC.COM
AUREL,AURB,AURB,WWW.AUREL-BGC.COM
BGC BROKERS LP - MTF,BGCM,BGCI,WWW.BGCPARTNERS.COM
EXANE BNP PARIBAS - GB - SYSTEMATIC INTERNALISER,EXSI,EXEU,WWW.EXANE.COM
ISWAP UK MTF TARGETED STREAMING/RFQ,ISWR,ISWA,WWW.I-SWAP.COM
ISWAP UK MTF ORDER BOOK,ISWC,ISWA,WWW.I-SWAP.COM
ISWAP UK MTF - TRADE REGISTRATION,ISWB,ISWA,WWW.I-SWAP.COM
SUNRISE - MTF,SUNM,SUNB,WWW.SUNRISEBROKERS.COM
TP UK OTF - CORPORATE BONDS,TSCB,TPSO,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
VIRTUAL AUCTION GLOBAL LIMITED,VAGL,VAGL,WWW.VIRTUALAUCTIONGLOBAL.COM
BARCLAYS CAPITAL SECURITIES LIMITED,BCSL,BCSL,WWW.BARCLAYS.COM
BARCLAYS CAPITAL SECURITIES LIMITED - SYSTEMATIC INTERNALISER,BCSI,BCSL,WWW.BARCLAYS.COM
BGC BROKERS LP - OTF,BGCO,BGCI,WWW.BGCPARTNERS.COM
GFI BROKERS - MTF,GFBM,GFIB,WWW.GFIGROUP.COM
GFI BROKERS - OTF,GFBO,GFIB,WWW.GFIGROUP.COM
GFI BROKERS,GFIB,GFIB,WWW.GFIGROUP.COM
GFI FOREXMATCH,GFIF,GFIC,WWW.GFIGROUP.COM
GFI ENERGYMATCH,GFIN,GFIC,WWW.GFIGROUP.COM
GFI RATESMATCH,GFIR,GFIC,WWW.GFIGROUP.COM
ING BANK NV - SYSTEMATIC INTERNALISER,INGB,INGB,WWW.ING.COM
SWISSCANTO FUNDS CENTRE LIMITED,SFCL,SFCL,WWW.SWISSCANTO.CO.UK
SUNRISE - OTF,SUNO,SUNB,WWW.SUNRISEBROKERS.COM
SUNRISE BROKERS,SUNB,SUNB,WWW.SUNRISEBROKERS.COM
TULLETT PREBON SECURITIES - MTF,TPSL,TPSL,WWW.TPICAP.COM
TULLETT PREBON SECURITIES - MTF - REPOS,TSMR,TPSL,WWW.TPICAP.COM
BANK VONTOBEL EUROPE AG - SYSTEMATIC INTERNALISER,VONT,VONT,WWW.VONTOBEL.DE
BNY MELLON S.A./N.V. - BRUSSELS BRANCH,BKBR,BKBR,WWW.BNYMELLON.COM
BNY MELLON S.A./N.V. - BRUSSELS BRANCH - SYSTEMATIC INTERNALISER,BKBF,BKBR,WWW.BNYMELLON.COM
COMMERZBANK AG,CBKA,CBKA,WWW.COMMERZBANK.COM
TULLETT PREBON EUROPE - OTF - MADRID,TPES,TPES,WWW.TPICAP.COM
TP UK OTF - REPOS,TSRE,TPSO,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
TP UK OTF - CREDIT DERIVATIVES,TSCD,TPSO,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
TP UK OTF - GOVERNMENT BONDS EXCLUDING UK GILTS,TSGB,TPSO,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
TP UK OTF - CORPORATE BONDS AND SECURITISED DEBT,TSFI,TPSO,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
TP UK OTF - EQUITY DERIVATIVES,TSED,TPSO,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
TP UK OTF - GOVERNMENT BONDS - UK GILTS,TSGI,TPSO,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
TP UK OTF - MONEY MARKET INSTRUMENTS,TSMM,TPSO,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
TP UK OTF,TPSO,TPSO,WWW.TPICAP.COM/TPICAP/REGULATORY-HUB
COMMERZBANK EQUITY DERIVATIVES - SYSTEMATIC INTERNALISER,CBKD,CBKA,WWW.COMMERZBANK.COM
COMMERZBANK COMMANDER - SYSTEMATIC INTERNALISER,CBKF,CBKA,WWW.COMMERZBANK.COM
COMMERZBANK EQUITY - SYSTEMATIC INTERNALISER,CBKE,CBKA,WWW.COMMERZBANK.COM
COMMERZBANK FIXED INCOME - SYSTEMATIC INTERNALISER,CBKG,CBKA,WWW.COMMERZBANK.COM
CITIGROUP GLOBAL MARKETS LIMITED,CGML,CGML,WWW.CITIGROUP.COM/CITI
CAPTIN,CPTX,CPTX,WWW.CAPTIN.NL
MACQUARIE CAPITAL EUROPE LIMITED,MAQL,MAQL,WWW.MACQUARIE.COM/UK
DZ BANK - SYSTEMATIC INTERNALISER,DZBK,DZBK,WWW.DZBANK.DE
POSIT DARK,XPOS,ITGL,WWW.ITG.COM
TULLETT PREBON (EUROPE) LIMITED,TPEL,TPEL,WWW.TPICAP.COM
TULLETT PREBON EUROPE -  MTF - FX DERIVATIVES,TEFD,TPEL,WWW.TPICAP.COM
TULLETT PREBON EUROPE -  MTF - CORPORATE BONDS AND SECURITISED DEBT,TEMF,TPEL,WWW.TPICAP.COM
TULLETT PREBON EUROPE -  MTF - MONEY MARKETS,TEMI,TPEL,WWW.TPICAP.COM
TULLETT PREBON EUROPE - MTF - INTEREST RATE DERIVATIVES,TIRD,TPEL,WWW.TPICAP.COM
TULLETT PREBON EUROPE -  MTF - GOVERNMENT BONDS EXCLUDING UK GILTS,TEMB,TPEL,WWW.TPICAP.COM
TULLETT PREBON EUROPE -  MTF - REPOS,TEMR,TPEL,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - REPOS,TERE,TPEO,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - FX DERIVATIVES,TEFX,TPEO,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - MONEY MARKET INSTRUMENTS,TEMM,TPEO,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - GOVERNMENT BONDS - UK GILTS,TEGI,TPEO,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - INTEREST RATE DERIVATIVES,TEIR,TPEO,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF,TPEO,TPEO,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - GOVERNMENT BONDS EXCLUDING UK GILTS,TEGB,TPEO,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - MADRID - GOVERNMENT BONDS - EXCLUDING GILTS,TOMG,TPES,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - PARIS - CORPORATE BONDS AND SECURITISED DEBT,TEPF,TPFR,WWW.TPICAP.COM
TRADEWEB EUROPE LIMITED - HONG KONG,TWHK,TWHK,WWW.TRADEWEB.COM
TRADEWEB JAPAN KK - ETP,TWJT,TWJP,WWW.TRADEWEB.COM
